feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,Magnitude
0.01010101,1.131658187,5.072448769,3.970820182,10.66535702,0.075066532,0.010196897,1.921636516,208,189,212,52,73,-2.72448282,0.245445446,0.471745247,6.362468521,1.277029023,7.22E-05,0.002224844,5.8
1,1.588138065,14.87007084,255.8240464,311.0951991,0.111328269,0.036549487,0.776277053,150,237,109,286,299,-3.217902564,0.90109084,0.787236443,10.74954344,2.559102894,0.000394109,0.006168777,6.8
1.5,2.76972297,0.753752064,28.58225624,28.33849265,0.01789992,0.006179873,0.232421662,35,15,19,105,299,-6.25616487,0.483898598,0.124847576,1.770966176,0.772859889,3.02E-05,0.000155191,7
0.6,1.740057541,42.93659252,34.19259767,28.64993891,0.185271512,0.036051141,4.01950919,45,180,184,43,299,-0.629803494,0.28961129,1.075860371,14.07038162,4.357385497,0.000878418,0.011453383,5.2
1.5,3.1181527,65.73979023,1.327884518,8.373710802,0.125509973,0.069102559,1.069025108,216,179,182,225,299,-2.38233513,0.737683717,1.208422849,18.35872162,8.709889307,0.003582149,0.01454483,6.1
0.010033445,2.047846223,13.25312158,21.21354174,65.19703542,0.060750846,0.019253568,0.700038014,194,154,181,137,258,-3.834432137,0.545268704,0.546656808,7.513879508,2.430345897,0.000317293,0.002986937,6.7
1.5,3.127357245,17.71354539,60.21389186,10.12534326,0.053576481,0.032297543,0.474750371,64,64,297,299,299,-3.81129198,0.709069395,0.534583851,8.002123744,3.774751726,0.000704434,0.002843447,5.4
1.5,3.200150665,1.566933934,4.742230176,0.028693656,0.01458077,0.009827054,0.094101566,9,4,107,299,299,-7.088013284,0.973561655,0.158288866,2.45075402,1.156089085,6.47E-05,0.000249491,5.5
1.5,3.098790642,0.054932635,0.142840142,0.699943691,0.003301875,0.001910932,0.038578845,225,229,5,285,299,-9.362873988,0.537763411,0.03075575,0.465174169,0.216762356,2.29E-06,9.42E-06,6.8
3,1.350207915,0.082200676,0.125688145,0.096909281,0.004549784,0.000689572,0.376946371,174,231,246,173,199,-6.968735702,0.075838735,0.029980483,0.418129706,0.090702614,4.13E-07,8.94E-06,4.2
0.01,1.734420258,441.0916841,146.7072964,213.735875,0.729410239,0.156534959,21.58196616,274,232,286,201,216,1.864647396,0.212354132,4.358956983,57.72208939,16.03090089,0.014377899,0.188688961,6.8
1.5,2.695618557,32.30492797,1491.102411,14.36002284,0.115724115,0.046582398,0.809552839,240,38,46,252,278,-2.734558703,0.898169982,0.86496248,12.10064691,5.18167082,0.001371242,0.00745001,6.1
1.5,3.148976761,0.015692351,0.036701216,0.341449797,0.001671792,0.000985972,0.064489144,138,151,121,273,299,-9.686834687,0.162882876,0.01643795,0.254253254,0.117839129,6.76E-07,2.69E-06,6.5
1.5,3.121312122,23.49986325,47.37931269,27.0579305,0.064964526,0.038133238,0.363085772,19,239,293,291,299,-3.990664642,1.124208627,0.619855156,9.458231661,4.400102824,0.000944469,0.003827128,5.4
1.5,2.114400898,0.142163244,0.032591325,0.106505622,0.009387287,0.001735439,0.846412655,10,32,85,5,297,-5.445812042,0.069684763,0.049765827,0.690020192,0.266387819,2.80E-06,2.48E-05,4.4
0.011029412,0.816581592,2.635595318,0.688256605,0.870035715,0.060484266,0.003750842,3.633566079,24,56,10,49,290,-2.031869666,0.104589774,0.311579743,3.801743912,0.630131271,1.64E-05,0.000970567,3.8
1.5,2.912865334,48.19968394,13.45024935,12.19472406,0.095192193,0.053868997,0.677138493,26,110,59,263,299,-3.260718803,0.883290779,0.875946916,12.89832093,5.734043094,0.001642849,0.007643926,5.9
1.5,3.108739826,0.204534503,0.029897105,0.044880203,0.005888178,0.003692404,0.053851255,54,101,238,291,299,-8.496135108,0.687013059,0.058947138,0.899127013,0.41314335,8.46E-06,3.46E-05,5.4
1.5,2.544031625,62.38428459,9.074443787,11.45548027,0.090358385,0.042284105,0.506104953,197,234,244,299,299,-3.528449028,1.121780119,0.758641357,9.956116388,4.124669779,0.000936843,0.005714544,7
1.5,3.095427433,6.595541415,6.163865931,2.567266667,0.06030427,0.024962062,0.378620905,32,121,13,203,272,-4.355026504,1.000744808,0.500573448,7.255921258,3.477991521,0.000607633,0.002503571,6.1
1.5,1.874466787,15.10960597,31.74150647,246.3350258,0.092576742,0.026018265,0.861239401,53,261,27,283,299,-3.216593099,0.67539505,0.571841924,7.260960277,2.358548793,0.000289381,0.003251429,6.5
1.5,3.139363288,0.150435652,1.602033096,0.529175837,0.005729208,0.003008193,0.135157911,272,294,297,297,299,-7.507503652,0.266337923,0.047896389,0.730179701,0.343480081,5.70E-06,2.28E-05,6.4
1.5,3.023493567,28.88961116,84.87159821,62.12280712,0.0952119,0.04676765,0.580609741,24,42,30,269,289,-3.607108064,1.030354765,0.804910477,12.00386313,5.459652295,0.0014981,0.006469673,6.7
1.5,3.161185152,6.477588494,2.624696593,2.918459407,0.033909601,0.019612413,0.241576292,242,234,70,299,299,-5.326618301,0.881958671,0.325558723,5.131055953,2.398838451,0.000266831,0.001054136,6.7
0.01048951,0.958262547,0.127573201,0.06716398,0.327102442,0.011561897,0.001130792,0.423328267,21,122,91,23,89,-5.881417538,0.171605692,0.067256577,0.938283978,0.153167092,1.05E-06,4.52E-05,4.5
1.5,3.313870882,0.034789457,0.121704836,0.004861967,0.00226206,0.001276472,0.042869253,142,22,170,234,299,-9.746846203,0.331541702,0.023291834,0.378242125,0.181111288,1.51E-06,5.41E-06,6.8
0.010344828,0.583621228,15.66103684,6.906714917,57.66150515,0.123847883,0.010192295,3.496185814,292,286,266,260,160,-1.389251699,0.222573754,0.857053315,11.39753953,1.12230233,6.33E-05,0.007331946,6.5
1.5,3.191902981,27.69892293,1.293520731,0.916570117,0.063921336,0.040569685,0.490745687,223,215,212,298,299,-3.655719532,0.818406785,0.660035961,10.16468217,4.804400205,0.001119034,0.004336142,5.1
1.5,3.190684942,0.373163581,0.312821581,0.095226292,0.007232802,0.004658202,0.047565384,181,45,94,297,299,-8.450837156,0.955422495,0.074946366,1.161176914,0.547096185,1.44E-05,5.59E-05,5.1
0.010033445,1.231265875,13.33800745,95.90580603,885.6479549,0.089685323,0.017479877,1.403414916,53,275,33,74,96,-2.820998026,0.401527374,0.729896259,10.41461203,1.990983334,0.000204579,0.005327427,6.3
1.5,3.164036054,24.30062723,1.987199433,98.99078546,0.060844404,0.038249634,0.490133946,32,41,24,277,299,-4.125398147,0.779984065,0.615367488,9.450493436,4.434640766,0.000956531,0.003772039,4.5
0.010067114,1.460911517,142.9207057,29.70463766,14.60761299,0.398152454,0.083173747,5.249819963,237,292,299,256,278,0.134162008,0.476524084,2.417689535,31.05587111,6.394259137,0.003160009,0.058452108,6.5
1.5,3.198427027,1.545435238,0.336744517,1.42377761,0.014702715,0.009732145,0.086247572,25,17,4,287,299,-7.240674077,1.071101282,0.15682836,2.426914757,1.143904019,6.35E-05,0.000244956,5.1
1.5,3.177195596,0.512310709,0.049531275,1.118182733,0.008309727,0.005543778,0.072719461,10,113,3,291,299,-8.347230135,0.717985985,0.08916414,1.373727112,0.644846137,2.02E-05,7.92E-05,6.5
0.5,0.406886299,172.0659082,45.14755858,13.67603244,0.796136701,0.035380298,37.99554633,293,284,276,296,251,2.708655601,0.131654231,2.834124844,27.78440838,1.949965336,0.000336543,0.080251782,6.5
1.5,2.341574186,15.24455847,2.878775374,6.887560925,0.043875203,0.014136518,0.45279936,142,294,299,100,141,-4.104825511,0.608826016,0.333976144,4.516239041,1.706997563,0.000154151,0.001109915,7
1.5,2.951551222,0.029280675,0.006443866,0.046149078,0.002498914,0.001244282,0.079834995,231,219,198,234,299,-9.132312134,0.196669905,0.02058557,0.303979708,0.138630999,9.32E-07,4.22E-06,4.5
0.010676157,0.502409024,7.30926612,0.305380532,0.376594519,0.158115862,0.006558012,6.819105819,23,80,85,25,22,-0.426166986,0.145689374,0.557903812,6.890080194,0.663927596,1.99E-05,0.003107766,4.8
1.5,2.700669659,0.00312326,0.00797181,0.004146007,0.000992351,0.000394295,0.034448543,263,164,243,227,290,-10.5638688,0.18099814,0.00763148,0.105301977,0.039665808,1.07E-07,5.81E-07,5.3
1.5,3.219727158,0.063946824,0.409156612,0.25202557,0.002938063,0.001967757,0.026182811,5,2,2,292,299,-9.705709672,0.705057712,0.031798479,0.494427346,0.234225714,2.64E-06,1.01E-05,6.5
1.5,3.264919939,0.123695104,0.025954241,0.634361072,0.004588807,0.002692578,0.121811341,81,142,2,288,299,-7.947804421,0.236696538,0.046356654,0.734655888,0.353790254,5.79E-06,2.14E-05,6.3
0.010169492,1.213595882,8.887810174,199.6729782,1052.161057,0.062785665,0.01421953,1.064356936,13,215,19,72,299,-3.116154041,0.370640669,0.515033203,7.71460722,1.422186458,9.86E-05,0.002644121,6.5
0.01,2.925960563,3.99263287,86.28629046,1.79163614,0.041823628,0.015875493,0.267119593,140,286,268,205,224,-4.795742371,0.983775116,0.349184281,5.092182885,2.435248582,0.000264186,0.001218237,6.8
0.010309278,0.880784051,6.262898608,2.000291108,1.797886547,0.097259715,0.01044386,2.494356314,270,239,299,241,251,-1.94902233,0.244993392,0.530879202,7.122974767,0.975365038,5.50E-05,0.002798102,6.8
1.5,2.382325225,30.74532523,47.86570894,15.5967912,0.120342639,0.033158139,1.073300519,56,190,223,222,248,-2.524880868,0.704495233,0.787779723,10.88623028,4.219644308,0.000891115,0.006198566,6.8
1.5,2.821696672,1.857699036,6.389121039,14.29352254,0.020589362,0.00926403,0.349904715,225,210,276,277,299,-5.284945693,0.369720019,0.16096443,2.37621427,1.04098952,5.21E-05,0.000258231,5.2
0.010033445,0.861116186,0.461178445,5.560438201,7.531933434,0.020680582,0.003139761,0.419745881,108,228,64,296,299,-5.515769711,0.309568078,0.144635038,1.955959965,0.267024575,3.89E-06,0.000207296,6.5
1.5,3.197002268,0.639372567,0.027088951,0.304638965,0.009380401,0.006244272,0.065099873,3,193,201,298,299,-7.97687304,0.905359652,0.100663739,1.559010179,0.734415955,2.61E-05,0.000100896,5.2
1.5,3.02793646,17.360228,10.95250514,19.76213306,0.079324915,0.032340793,1.281620073,269,27,246,273,299,-2.616913102,0.388893053,0.552449877,8.367505244,3.846490854,0.000705195,0.003036516,4.7
1.5,2.863996534,11.03802023,56.81790907,16.83234884,0.050401171,0.027622772,0.411562726,246,269,299,274,299,-4.197269723,0.769457186,0.458744492,6.796369152,2.932975856,0.000435189,0.002094561,6.7
1.5,3.193803303,0.20334112,0.561400409,0.096088474,0.00548132,0.003518027,0.052527453,3,133,48,296,299,-8.502657467,0.655659976,0.056634389,0.873769548,0.412361658,8.25E-06,3.19E-05,6.5
0.010033445,1.094308199,82.92467493,30.24842455,95.69736882,0.333710223,0.051706465,9.29557774,264,213,220,267,118,0.673121302,0.225565664,1.903253028,26.15719123,4.158484838,0.001098181,0.036203817,6.5
1.5,3.19698243,1.962169725,21.07968787,4.79286273,0.017185583,0.010990651,0.163182836,159,4,12,296,299,-6.497973445,0.661712991,0.177158249,2.741693639,1.293259569,8.09E-05,0.000312389,6.8
1.5,3.082305922,7.258007501,12.38585703,14.12973297,0.034166325,0.020659493,0.337565175,240,36,154,243,299,-4.630828142,0.635946373,0.33460612,5.061769423,2.324161687,0.00026859,0.001116086,5.4
1.5,3.082978724,1.093556383,0.297031186,0.079179157,0.014987694,0.007721137,0.576989217,228,270,130,278,296,-5.217461533,0.163210086,0.133239419,2.021662227,0.935440924,4.26E-05,0.000176917,4.8
1.5,2.521561381,4.764043026,105.4698008,71.75278074,0.043223361,0.016500317,0.559405569,181,211,259,289,299,-4.384468772,0.485480306,0.33545882,4.975015862,1.978323693,0.00018049,0.00112066,6.4
1.5,3.171648149,1.220789264,9.078778459,0.728363915,0.013750806,0.008750067,0.115895717,163,3,51,280,299,-6.851045643,0.745487967,0.140822556,2.161322573,1.016411695,5.03E-05,0.000197402,5
1.5,1.7123136,0.000439894,0.097725218,0.009652876,0.000835043,0.000125417,0.043416141,283,215,213,185,241,-11.33429999,0.120847489,0.004486287,0.059743194,0.018453014,1.49E-08,2.01E-07,4.5
1.5,3.172638534,9.894971131,8.643136265,22.8159259,0.055523808,0.024642098,0.557643407,33,289,37,261,299,-4.163131999,0.625608354,0.432929176,6.591554851,3.181216397,0.000476076,0.001867219,6.3
0.01056338,0.357404534,0.373797778,0.073730941,0.150181972,0.023795195,0.000914419,1.65832726,284,242,274,260,298,-3.935233822,0.090156884,0.125480639,1.566908735,0.10331646,5.06E-07,0.000156313,6.7
1.5,3.18954872,864.2864655,53.14740516,26.42229711,0.356300421,0.228685101,1.83242073,108,224,176,285,299,-0.552255808,1.221718098,3.682296258,56.54633154,26.82728014,0.034803943,0.135060922,6.5
0.01,1.279331717,8.123192226,3.439717161,4.15924934,0.089658513,0.015265814,4.058439349,206,207,131,95,126,-1.438058412,0.13880731,0.57615013,7.594420596,1.582427096,0.000137575,0.003318431,5.7
1.5,3.203785809,2.35064594,1.193133282,1.881603736,0.017929728,0.012022311,0.109630658,9,57,14,288,299,-6.671702628,1.027593951,0.19392693,3.007130084,1.418562674,9.74E-05,0.000374539,4.5
1.5,2.884590726,919.4882088,190.4607416,186.8935862,0.624295687,0.31495797,3.089959636,193,13,163,257,286,-0.084144998,1.269455252,5.500311722,79.37298303,33.64883496,0.063717725,0.302309359,6.8
1,1.616963135,0.33625456,9.983407454,0.552960618,0.015640414,0.002380684,0.659796774,46,169,142,20,287,-5.263660192,0.148942255,0.092941048,1.283185377,0.348281802,5.70E-06,8.60E-05,5.3
1.5,3.218456799,0.809754965,0.231016664,0.065876903,0.010716458,0.006829715,0.080094117,299,270,232,283,299,-7.148252821,0.84067965,0.110750313,1.71461655,0.812593836,3.21E-05,0.000122175,4.5
1.5,2.542917288,0.577164882,0.423742586,1.659708873,0.012116139,0.005078414,0.249752771,42,126,220,61,299,-6.362208622,0.304813224,0.102481234,1.470990758,0.591622491,1.72E-05,0.000104914,4.9
1.5,2.725585855,3.42753778,15.07721928,144.4854002,0.045679085,0.018286656,0.30886437,56,27,41,241,289,-4.873877302,0.929243323,0.360976815,5.197480197,2.090206516,0.000245199,0.001303042,6.4
1.5,2.925815447,43.81953404,931.4575706,20.29401572,0.093310373,0.047526432,0.721423146,211,6,72,184,299,-2.941413591,0.812680282,0.918993376,14.53780059,6.450337295,0.001826219,0.008422069,6.1
0.75,0.955478309,0.065411778,2.309483294,0.176207406,0.007919707,0.001314859,0.085366621,202,232,44,184,195,-7.73050553,0.582909189,0.047366015,0.613937852,0.083623697,5.18E-07,2.24E-05,6.8
1.5,2.59253583,3.590831527,7.479174714,84.88670125,0.029125014,0.010855012,0.382999901,118,140,14,299,299,-5.168436562,0.477801329,0.184776332,2.664043509,1.112965902,5.74E-05,0.000337182,6.4
1.5,1.961340836,0.004613422,0.016706518,1.186395619,0.001816125,0.000402528,0.056414288,264,25,51,262,299,-9.511787863,0.202272373,0.010309814,0.145983865,0.045308149,1.03E-07,1.06E-06,4.5
1.5,3.065131872,81.83543391,29.44816661,2.818059518,0.114795546,0.068319407,0.693497924,78,15,45,271,299,-2.825001105,1.040063224,1.108219249,16.87138625,7.752134804,0.002913055,0.012240809,6.8
1.5,2.066053714,3.120112216,0.293174654,0.310466621,0.04320829,0.006541685,2.477288387,4,149,210,25,299,-2.772270805,0.109589862,0.209727606,2.741137053,1.058612023,4.75E-05,0.000439416,3.9
1.5,3.172106223,47.40055312,41.63986307,35.47889866,0.078732583,0.046041029,0.302719468,48,104,57,299,299,-4.186936867,1.634157907,0.76586036,12.13190574,5.651664179,0.001487079,0.005834427,6.7
0.011583012,0.458020156,1.805435807,4.271401916,10.11186848,0.045981204,0.002538591,5.075126378,75,70,63,226,233,-2.337115339,0.056926351,0.27234727,3.711055212,0.284552593,3.94E-06,0.000741702,4.8
1.5,1.606508134,146.7966348,53.10887053,16.24797951,0.472837165,0.065197959,13.30614382,79,279,183,52,287,1.414569139,0.223274569,2.547101672,34.20631516,9.898591524,0.004235811,0.064793354,5.7
1.5,1.677136421,0.83985959,0.107818163,1.29469145,0.029917563,0.007760021,0.450408972,235,299,273,284,298,-4.802714935,0.417348684,0.157802375,1.948268204,0.532961124,1.77E-05,0.000248687,6.1
1.5,3.003698433,0.083422975,0.371563494,0.206825865,0.004410235,0.002457478,0.043825539,188,169,16,284,299,-8.991797779,0.632287132,0.039486114,0.583924042,0.264741299,3.55E-06,1.55E-05,6.5
0.01,2.575704263,0.713287408,1.494257035,0.515821224,0.013469948,0.005742983,0.112397021,236,118,252,183,217,-6.919708486,0.752993092,0.13517626,2.124968842,0.781436083,3.07E-05,0.000182451,6.6
1.5,3.37410877,8.516114718,72.38263423,23.38309095,0.040396589,0.020525257,0.574836873,141,240,148,55,279,-4.158748029,0.441550062,0.39286309,6.095316008,3.149473948,0.000444849,0.001542604,6.5
1.5,3.091511482,0.144573862,0.047164422,0.295303855,0.004977124,0.003161915,0.029247076,13,13,13,285,299,-9.054773854,1.069241786,0.049986186,0.75991674,0.348892585,6.02E-06,2.49E-05,3.6
0.010033445,1.527359294,5.483963552,2.020739858,8.258497394,0.074141595,0.015134312,0.945289578,261,261,297,299,236,-3.456037547,0.492807065,0.441859172,5.330983919,1.265446278,0.000113745,0.00192491,6.7
1.5,2.022539096,48.90969497,7.322757875,11.22609819,0.14812011,0.027717792,6.024775638,54,74,129,225,295,-0.789730726,0.154473154,0.854613693,11.23787028,4.206660527,0.000756787,0.007303642,5
0.01,1.74849365,48.88899316,56.93160815,27.92957865,0.270256485,0.04405598,10.42893944,226,263,282,228,246,0.45361867,0.162823035,1.256816367,15.63918545,4.626470084,0.001222961,0.015792254,6.7
1.5,3.278287391,0.115353623,0.251629115,0.090952533,0.004257277,0.002809207,0.045648747,229,30,7,272,299,-8.760112211,0.585980144,0.047636795,0.753630484,0.357644171,6.16E-06,2.26E-05,6.8
0.01,2.845569992,1.424399359,0.48795753,1.74906108,0.026653956,0.011057701,0.157573028,267,284,287,189,223,-5.914898627,1.062819873,0.231012035,3.36013891,1.446281962,0.000109348,0.000533129,6.6
1.5,3.095212385,0.10856391,5.664274705,1.099432705,0.004745685,0.00231599,0.082777134,276,2,23,280,299,-8.160508634,0.3602205,0.038952217,0.599715954,0.274950091,3.67E-06,1.51E-05,6.2
1,0.840225724,6.188842316,5.331223434,15.46708081,0.104634496,0.008762045,3.20906705,250,291,185,101,131,-1.829981108,0.204868865,0.534468639,6.666692195,0.984244767,5.11E-05,0.002856048,5.8
1.5,3.255803591,1.286165586,8.365516447,0.367522823,0.01451507,0.008530085,0.132168396,271,26,82,280,299,-6.682928404,0.690035429,0.152649123,2.482460107,1.159508495,6.24E-05,0.000232264,6.7
1.5,3.165501926,0.112490385,0.045561377,0.008741461,0.004478805,0.002745881,0.036875715,13,179,158,290,299,-9.211507013,0.763135345,0.044078342,0.670847869,0.318861706,4.91E-06,1.93E-05,6.8
1.5,3.26231187,7.696690578,45.608163,26.17843637,0.035736219,0.021210017,0.335031496,202,74,49,285,295,-4.779563626,0.670197551,0.358583816,5.616405528,2.706770652,0.000345636,0.001282118,6.5
1.5,2.934760268,0.43036299,2.528851639,0.230215065,0.012299279,0.004968586,0.104988174,29,277,34,56,299,-7.048124082,0.736070055,0.101687476,1.508344461,0.685229176,2.24E-05,0.000102885,6.8
1.5,3.275835538,55.71027886,1.769232294,5.234440403,0.102948991,0.05365907,0.897513679,67,242,59,82,299,-2.739934577,0.720710559,0.992875381,15.61388751,7.614309341,0.002668106,0.009815638,5.9
0.01048951,0.667641263,9.307804392,15.41091006,12.1653477,0.096346215,0.00693823,4.679206931,158,167,132,81,290,-1.574738652,0.129372591,0.590034033,8.198178533,0.932340178,3.93E-05,0.003481249,5
1.5,2.084697779,0.060034022,0.893637524,0.224771351,0.010177959,0.002562962,0.404857716,291,298,298,289,298,-5.920740883,0.157956727,0.047896722,0.517515656,0.18800098,2.52E-06,2.29E-05,6.3
1.5,2.195337675,0.000933866,0.016818915,0.006708053,0.001006408,0.000212033,0.069348625,107,103,92,136,216,-10.06541754,0.091183427,0.006296973,0.088973777,0.033372414,4.82E-08,3.95E-07,3.6
1.5,3.211544673,76.69771489,1.187020579,60.78204769,0.10387274,0.068835762,0.938227979,3,60,51,269,299,-2.861814078,0.695621626,1.111959852,17.24917118,8.169124881,0.003216779,0.012312691,4.9
1.5,2.991767477,0.540310363,0.662088971,1.43153541,0.010653661,0.005854518,0.145582324,131,23,9,283,297,-6.751078118,0.459801193,0.09686478,1.455930837,0.652723391,2.12E-05,9.36E-05,5.8
0.01,2.116134821,2.290061479,70.85481462,40.08069512,0.045395102,0.012955938,0.297002154,164,73,38,183,219,-4.719110214,0.960349387,0.31818906,4.33348439,1.473371898,0.000114724,0.001011414,6.8
1.5,3.221162297,0.147832852,0.75314088,2.352572587,0.004449136,0.002958414,0.042313854,144,5,4,286,299,-8.944742072,0.660652269,0.047764308,0.741581305,0.352131208,5.97E-06,2.27E-05,3.4
0.6,1.1093485,204.5116932,159.3546932,136.3300132,0.413143796,0.065856054,10.0842955,295,237,262,257,204,0.905220091,0.257416002,2.931405232,40.98025156,7.08588256,0.002676651,0.085864861,6.6
0.010948905,1.02300247,0.503600892,0.150087217,0.132024233,0.018951943,0.002409303,1.097893063,124,263,226,126,279,-4.671200276,0.108460992,0.127725828,1.799567797,0.318166164,4.32E-06,0.000162987,4.2
0.1875,0.391999645,100.7575787,71.49593787,28.80945842,0.825785603,0.032958482,40.52686573,256,259,299,258,255,2.860840076,0.128027763,2.162467115,21.14083259,1.676555634,0.000181956,0.046746994,4.5
1.5,3.213460548,0.400735931,0.652921642,0.752512329,0.0077884,0.004974664,0.061066386,115,4,216,299,299,-7.869246736,0.801356715,0.080628496,1.250429479,0.592288752,1.69E-05,6.47E-05,5.4
1.5,3.010591442,3.146536561,46.38941159,45.09468881,0.047175208,0.018560972,0.253769674,298,299,25,243,262,-4.578966676,1.168029931,0.333831323,4.853940506,2.231739768,0.000255857,0.00111443,7
1.5,3.155996432,53.5938032,93.98697439,3.096160706,0.098933968,0.058032785,0.852495619,101,112,144,294,299,-3.128724079,0.729177299,0.936102453,14.40759135,6.726267227,0.002201772,0.008726881,5.6
1.5,3.220248629,0.355030983,0.471869015,1.11747524,0.007395966,0.00468201,0.063065523,217,230,43,280,299,-8.037546472,0.736856286,0.075884173,1.176231167,0.558616003,1.51E-05,5.74E-05,4.5
1.5,3.212186766,308.0234782,17.35072811,5.189339482,0.22219078,0.136827295,2.054580532,297,243,196,292,299,-0.958011725,0.679489475,2.219714452,34.43045048,16.31033704,0.012816482,0.049037348,6.7
1.5,3.231317479,31.35009205,40.64335851,29.10006572,0.069023332,0.042972934,0.466504551,33,79,15,299,299,-3.805698811,0.929650916,0.707644274,11.05067214,5.277144109,0.001318131,0.004983783,5.5
0.010033445,1.031373768,29.48815029,1.382728966,1.410428067,0.233363109,0.036380527,3.538179351,296,244,266,268,297,-0.749481909,0.414411909,1.146839545,13.21796324,2.003966805,0.000354125,0.013142691,6.7
1.5,2.91636774,120.4022694,742.6174871,209.6604653,0.153298263,0.06801864,1.138617556,277,34,141,299,299,-1.900660129,0.845939349,1.339912257,20.85309525,9.440184479,0.003842606,0.017836147,6.7
0.010033445,1.106951772,5.073467815,3.655876803,2.803876809,0.081661392,0.011604682,4.494991758,81,107,67,80,90,-1.3553052,0.114147853,0.470593551,6.076233555,1.127039416,6.86E-05,0.002210678,5.4
1.5,3.243656454,3.859573567,4.684139668,1.102814179,0.023652338,0.015964034,0.226637374,6,14,23,276,299,-5.942952115,0.65572603,0.26270114,4.11098673,1.954018957,0.0001832,0.000687411,6.5
1.5,3.065542906,24.11834881,0.446154259,4.096093626,0.075324971,0.037080915,1.163099264,65,141,113,70,299,-2.85589512,0.406913463,0.647332888,9.869963951,4.569616484,0.000994178,0.004176467,5.8
0.375,0.612109577,192.3661769,71.90232507,170.5553538,0.434644699,0.038959464,17.1846944,262,293,168,294,126,1.452462822,0.158917762,3.004060884,40.90476545,3.95918537,0.00085415,0.089998549,6
1.5,2.976868759,0.498110367,6.498642061,0.094544008,0.008986949,0.005218553,0.176946959,98,74,97,59,299,-7.019588034,0.31911633,0.087678246,1.312956205,0.585477249,1.72E-05,7.67E-05,4.5
0.01056338,0.902782574,0.328562822,0.469414981,0.321875527,0.024171833,0.002009075,1.38812581,79,110,85,78,248,-3.608510907,0.109410907,0.114304109,1.565198373,0.241415135,2.70E-06,0.000130619,4.9
1.5,3.211171482,3.656902489,66.3493833,14.1225774,0.026448224,0.015647436,0.459714099,83,239,241,212,298,-4.861534729,0.361483569,0.265678138,4.017144659,1.927504498,0.000183978,0.000704365,6.1
1.5,2.218998948,1.567499579,1.541084716,0.347889946,0.032659659,0.008551415,1.250001571,269,253,250,111,299,-3.808166413,0.164165146,0.221579646,3.094498566,1.129605126,6.11E-05,0.00048988,6.4
0.011538462,0.120267709,0.637011226,0.688627991,0.270599952,0.029649278,0.000625376,2.560258552,127,142,205,129,142,-3.334089775,0.072762927,0.17238003,2.3295878,0.04509373,1.09E-07,0.000296989,4.2
0.428571429,1.029477288,67.61202355,42.40171598,212.0533052,0.283936169,0.041334963,11.6430867,274,280,221,163,183,0.594493438,0.153225997,1.656010572,21.52468087,3.403190413,0.000734144,0.027346858,6.6
1.5,3.173582792,0.269469506,0.003942068,0.033527392,0.006133357,0.00397047,0.028379819,3,229,8,298,299,-9.157138121,1.357902223,0.063368718,0.98875217,0.457998766,1.02E-05,4.00E-05,3.8
0.01,2.938460602,25.48938427,32.63305867,5.670222347,0.063140911,0.024860171,0.480282015,21,299,277,187,210,-3.964177067,0.82602727,0.584498058,8.212443774,4.186208609,0.00074683,0.003414614,6.3
3,2.510188917,0.020860361,0.079610273,0.009989383,0.001330523,0.000460975,0.047489905,205,134,208,141,174,-10.23703538,0.176035755,0.010460578,0.148935382,0.055111439,1.74E-07,1.09E-06,6.3
1.5,3.160237647,0.110889989,3.904074264,0.56527972,0.005474721,0.002692578,0.150886139,53,27,33,274,299,-7.721328839,0.227977767,0.046745774,0.721836427,0.344819955,5.51E-06,2.18E-05,6.1
1.5,2.749050672,0.005908158,0.493167081,0.036114618,0.001386539,0.000725856,0.032589124,22,63,142,266,299,-10.47910141,0.267324717,0.013019573,0.196779518,0.077164612,3.24E-07,1.69E-06,6.4
1.5,3.282954871,0.326084128,0.041891021,0.037852288,0.00627766,0.00419072,0.03390219,25,44,52,250,299,-8.65332931,1.163455919,0.069250748,1.078573713,0.521462886,1.30E-05,4.78E-05,6.3
1.5,3.209069756,0.14194088,0.119089359,0.110137129,0.004574242,0.002939166,0.031167089,172,298,272,298,299,-9.064784088,0.922152475,0.047490861,0.73675672,0.348262842,5.86E-06,2.25E-05,6.5
0.075,1.048797489,1.977781225,1.172007003,0.47134124,0.036416005,0.004481231,3.024792143,36,99,182,35,263,-2.836000574,0.075644374,0.247869201,3.411837558,0.640575111,1.71E-05,0.000614273,4.9
1,2.56942334,0.007102016,0.014862649,0.017231498,0.001046893,0.000348997,0.056673866,5,0,180,56,299,-10.55580922,0.116064435,0.007261425,0.097145065,0.043618914,8.75E-08,5.23E-07,3.9
0.010033445,2.354798973,2.121712497,205.5177588,51.32410163,0.031534099,0.011741318,0.490013875,80,23,69,252,292,-4.897646555,0.404344853,0.258633311,3.567833402,1.354268328,9.40E-05,0.00066891,6.5
1.5,3.24322219,39.38557612,175.7758229,279.3148355,0.074096829,0.044985384,0.451722184,93,222,172,259,299,-3.695893393,1.030642551,0.790249528,12.09502095,5.937477712,0.001657686,0.006221692,6.5
